Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
600	0.2657460	0.2248272	0.2531846	0.2939689	0.1331286	0.9288865	0.4505520	0.5321638	0.8049568	0.2048151	0.3108181	0.1194388	0.1896044	0.9423762	0.1742720	0.7940912	0.9030853	0.5411288	0.1311023	0.8532460	0.0092998	0.1586965	0.1635863	0.4007231	0.9954342	0.7769598	0.3434875	0.3936268	0.9860256	0.7816391	0.6244185	0.3258496	0.9981707	0.1587888	0.2713340	0.1115610	0.9723597	0.4904497	0.0936185	0.8780886	0.1952778	0.5469987	0.9474330	0.3057747	0.7672758	0.4610313	0.2470410	1.0802925	0.4317696	0.3045401	0.6890049	0.0513688	0.7064906	0.9684686	0.7881323	0.4686287	0.3956669	0.7450388	0.4406539	0.0816990	0.4651455	0.5219777	0.0174796	0.3269243	0.0782895	0.4652269	0.8705961	0.5199531	1.0263176	0.0716946	0.4541365	0.4349122	0.3741220	0.4024143	0.6877007	0.4839507	0.7013195	0.4039877	0.9406881	0.8655205	0.2811136	0.5497459	0.4540379	0.6315575	0.3096207	0.2966337	0.6066247	0.9091426	0.5491570	0.3499162	0.3745153	0.0737253	0.4275367	1.0022439	0.5490161	0.5482808	0.5996833	0.2585403	0.7159073	0.2666069
650	0.1355590	0.2558663	0.1487428	0.3503847	0.1884788	0.8500721	0.2583898	0.6047511	0.9667099	0.0862488	0.3495701	0.1851286	0.1100837	0.9787853	0.1651179	0.9002770	0.8966530	0.5809418	0.1001181	0.8825966	0.0216184	0.1688040	0.1566741	0.4400591	1.0477716	0.6912472	0.4954942	0.5085973	0.9942002	0.7360640	0.6324545	0.3354754	0.9752276	0.2208932	0.3380296	0.1486442	0.9005427	0.5124874	0.1508825	0.9700842	0.2342202	0.5621299	1.0223868	0.3376959	0.6442409	0.4421852	0.2950426	1.0296445	0.5412791	0.2387597	0.5690146	0.0379788	0.9119395	0.9728250	0.7312881	0.5925521	0.3024050	0.8149800	0.4788581	0.1378982	0.4384951	0.5018638	0.0081717	0.3526397	0.0786424	0.5223672	0.8969606	0.5919879	1.0142783	0.1542512	0.5068774	0.2500811	0.2256730	0.4231947	0.6243124	0.4064672	0.7423043	0.2858821	0.9849020	0.8207975	0.2407954	0.7561050	0.4922604	0.5840364	0.2206982	0.2424498	0.5255816	0.8606683	0.5898567	0.3917271	0.4731459	0.1264009	0.2190525	0.8795483	0.4404657	0.4946488	0.7468856	0.1283883	0.7286580	0.4286555
700	0.0409679	0.3411701	0.0838628	0.4487648	0.2458578	0.7265459	0.0940069	0.5866052	0.9399794	0.0605008	0.3202439	0.3522835	0.0609769	0.9457746	0.1580938	0.8951718	0.7352308	0.5441279	0.1571894	0.7797539	0.0513221	0.1000319	0.1573138	0.3912058	1.0857949	0.4957905	0.6462842	0.5440432	1.0428338	0.7342692	0.6846532	0.3115514	0.9903909	0.1766917	0.4234800	0.1884351	0.8946368	0.4836511	0.1995457	0.9101773	0.2321952	0.5858238	1.0043704	0.3567287	0.6277999	0.4181065	0.4323524	1.0282896	0.5495209	0.2348663	0.5434958	0.0335973	0.8781068	1.0074058	0.6683408	0.6278318	0.1633570	0.7633563	0.5002070	0.2543432	0.4097743	0.4450607	0.0059563	0.2872831	0.1085755	0.5023062	0.8797220	0.5639172	1.0573444	0.2255297	0.4877841	0.1829129	0.2067715	0.3959244	0.4224308	0.4756357	0.6484589	0.2772036	0.9253149	0.7844632	0.1886052	0.9317843	0.4402157	0.5759509	0.1546964	0.1468178	0.3574329	0.7768489	0.6173276	0.3559907	0.5054649	0.2486128	0.1113221	0.8910073	0.6016284	0.4904523	0.5859136	0.0430898	0.6276256	0.5290608
750	0.0221456	0.5547640	0.0650713	0.5364750	0.2347917	0.5304922	0.0340899	0.5712219	1.0130514	0.0582137	0.3851504	0.5056923	0.0309925	0.9310663	0.0865794	0.8553599	0.7809939	0.3887666	0.1337091	0.6717682	0.0181641	0.1324826	0.1292346	0.4389853	1.1028714	0.4178396	0.5850319	0.4927598	0.9269435	0.6101125	0.6626197	0.2007821	0.9293161	0.1268394	0.4273937	0.1959919	0.9297717	0.4451507	0.1771692	0.9072388	0.2753936	0.6217361	1.0322805	0.2871784	0.6313318	0.3519744	0.5744216	1.1232932	0.5685502	0.2175730	0.4867303	0.0300848	0.9476971	1.0327975	0.5462071	0.4606414	0.0919555	0.7896026	0.5137004	0.3315586	0.4271016	0.5108180	0.0146114	0.2177784	0.1607922	0.6111721	0.9596845	0.6114074	0.9964816	0.3435872	0.5837381	0.1486204	0.2426657	0.3766190	0.3955840	0.4752729	0.6445784	0.2745716	0.9040207	0.7957704	0.1714322	0.7924835	0.3731610	0.5314496	0.2008693	0.1664513	0.3753702	0.8013422	0.6355260	0.4234554	0.5958226	0.2918784	0.1263859	0.9304846	0.7370938	0.5303091	0.5272736	0.0177912	0.6401357	0.5987580
800	0.0041173	0.7519643	0.0568247	0.7165532	0.3013043	0.4743321	0.0348570	0.5032989	1.0252079	0.0304429	0.4176027	0.6545625	0.0270291	0.9491332	0.0582254	0.7940506	0.8939812	0.3206057	0.1216793	0.6051694	0.0301804	0.0960862	0.1241187	0.5073568	0.9868149	0.3638253	0.5890594	0.4774472	0.9153006	0.6619697	0.6062734	0.2417978	0.9808350	0.1231748	0.3833450	0.2118207	0.9608518	0.4496369	0.1817096	0.9455251	0.2658406	0.6105657	1.1321815	0.2896556	0.6498292	0.3876471	0.5807027	1.0667658	0.6451298	0.2168948	0.5061813	0.0300875	0.9367191	1.0200490	0.4573857	0.3324970	0.0844815	0.7959461	0.4993796	0.3348335	0.3548357	0.5131465	0.0222550	0.2043973	0.1843562	0.5822135	1.0671381	0.7873454	1.1141092	0.4611881	0.7087590	0.1521902	0.3038967	0.3914237	0.4419988	0.4399576	0.7160004	0.3368652	0.8231592	0.6849102	0.2567216	0.6707893	0.3512893	0.5299085	0.2300667	0.1657675	0.4210613	0.7550502	0.5974650	0.3741569	0.5212172	0.2793838	0.1341003	0.9638826	0.7384468	0.5739949	0.5335133	0.0038306	0.6219296	0.6459124
850	0.0052736	0.8859517	0.0276374	0.5864636	0.3881221	0.4698397	0.0243098	0.4448681	1.0728384	0.0395993	0.3826223	0.6805055	0.0293749	1.1390028	0.0386169	0.7412166	1.0512848	0.2602407	0.1417173	0.4891900	0.0209308	0.0724697	0.1254004	0.5505942	1.0354642	0.3304743	0.6688015	0.4389914	0.9853909	0.6622036	0.6644581	0.2293632	0.9732279	0.0997127	0.3573479	0.2267456	0.8838251	0.4593892	0.1563411	0.9232315	0.2791134	0.6718024	1.0124922	0.3192677	0.6262566	0.4131785	0.5822927	1.0599944	0.5787589	0.1877519	0.5401767	0.0259524	0.8815508	0.9474299	0.4192762	0.2095462	0.1244230	0.7352874	0.4287123	0.3620668	0.3532834	0.4207236	0.0170010	0.2216263	0.2234319	0.4930273	1.1207044	0.8002753	1.1110759	0.5327600	0.7295174	0.1277799	0.3770966	0.4724424	0.5501358	0.4331296	0.7536848	0.2947399	0.7764689	0.7321177	0.3699828	0.5362741	0.3106232	0.5722725	0.2675925	0.2332980	0.4883602	0.8090344	0.7168285	0.3498017	0.6109907	0.3030771	0.1823858	0.9440747	0.6069668	0.5764298	0.5577196	0.0020391	0.6340689	0.5945709
900	0.0048151	0.8443605	0.0271760	0.7248000	0.3172424	0.4883086	0.0209995	0.4744898	1.0243477	0.0447072	0.4111603	0.7426631	0.0137398	1.0580207	0.0525226	0.6074214	1.0071832	0.2336628	0.1044093	0.5110733	0.0044822	0.0530196	0.1089326	0.5684379	0.9812167	0.3088013	0.6868845	0.5087841	0.9607929	0.6768272	0.6523112	0.1864401	0.9952310	0.1022841	0.4251356	0.2467830	0.9315135	0.5003569	0.1283569	0.9102895	0.2970120	0.6654653	1.0123455	0.2672481	0.6669046	0.5459029	0.5676165	1.0935156	0.5790825	0.1982114	0.4974374	0.0304844	0.9263452	1.0107253	0.3605765	0.1273769	0.0695785	0.6131517	0.4369982	0.3607412	0.2890404	0.3485489	0.0141714	0.1945913	0.1759358	0.5285107	1.1125792	0.8826817	1.0523111	0.6146126	0.6104811	0.0879878	0.3015969	0.4629290	0.5636503	0.4706785	0.8386262	0.3855666	0.8364110	0.8455821	0.3804991	0.4994136	0.2751625	0.4605914	0.3495327	0.2234658	0.4635268	0.8488105	0.7158295	0.4021561	0.6966946	0.3139117	0.2832907	0.8296249	0.7323783	0.5586929	0.5314860	0.0098686	0.6637444	0.5402795
950	0.0083713	0.7717526	0.0315778	0.8544946	0.3311230	0.5287263	0.0333773	0.4476594	1.0077269	0.0482241	0.3895982	0.8021687	0.0244558	0.9848503	0.0409944	0.6936086	1.0242014	0.2470360	0.0756309	0.4769285	0.0058810	0.0339111	0.0880807	0.5569783	0.8997038	0.3201355	0.6863380	0.5138402	0.9678724	0.6535593	0.5992136	0.2168481	1.0221502	0.1052860	0.5380925	0.2168941	0.9587887	0.5584837	0.1329099	0.8273966	0.3804695	0.6625247	1.0661149	0.2911870	0.6531120	0.4742556	0.5362212	1.0205641	0.4869256	0.1982825	0.6053084	0.0195244	0.7882665	1.0049001	0.4100737	0.1134656	0.0447156	0.5769308	0.4741853	0.3077803	0.2342925	0.4091763	0.0266896	0.1566082	0.1967513	0.4968013	1.0713554	0.9390786	0.9481021	0.6917904	0.5802800	0.1081119	0.2363871	0.4304658	0.5961711	0.5695490	0.7927816	0.4377061	0.8691074	0.8459266	0.4618125	0.4949936	0.2528022	0.4275596	0.3753056	0.3118045	0.5089682	0.8644363	0.7444900	0.4866217	0.7305218	0.4091975	0.2399932	0.8932552	0.7164209	0.5930201	0.5665859	0.0055196	0.6900318	0.4762850
1000	0.0111259	0.7935190	0.0569698	0.8675693	0.3142308	0.6175104	0.0353380	0.4634926	1.0118864	0.0699464	0.3733037	0.8696430	0.0283679	0.9645379	0.0364119	0.5815997	0.9432177	0.2010821	0.0946638	0.4073454	0.0103645	0.0504535	0.1061141	0.5721064	0.8816733	0.2760961	0.6533169	0.4877534	0.9922568	0.6676807	0.6595876	0.2781661	0.9773168	0.0846542	0.5771448	0.1829748	0.9425898	0.4997808	0.1802635	0.9210245	0.3049746	0.6471247	1.0866236	0.3228626	0.6000356	0.4589133	0.5911324	0.9821780	0.5396010	0.1932807	0.5667779	0.0400267	0.8137481	1.0026841	0.3849916	0.1144711	0.0337304	0.5076235	0.4717301	0.2486834	0.2454295	0.3779046	0.0594337	0.1637936	0.1588628	0.5309814	0.9252313	0.8265538	0.8950736	0.7442863	0.6500271	0.1314962	0.2263042	0.4581101	0.6293538	0.5275698	0.5467589	0.5133124	0.7940676	0.8759922	0.5074164	0.4600669	0.2555206	0.4843120	0.3845929	0.3005934	0.6136051	0.8578387	0.6476242	0.4514148	0.7217649	0.3778228	0.2958903	1.0150086	0.7939651	0.5826367	0.5707330	0.0049141	0.6829179	0.4251619

0	0.0054912	0.7447631	0.0642527	0.8210472	0.2921471	0.5880082	0.0225722	0.4838091	0.9656195	0.0443711	0.4306447	0.6975475	0.0147112	0.9749427	0.0282003	0.6737723	0.9913921	0.1651804	0.1197632	0.5242371	0.0067494	0.0365355	0.1255950	0.4302496	1.1112670	0.2854071	0.6175497	0.6031904	0.8850846	0.6937330	0.7099076	0.2045984	0.9118438	0.0563209	0.7272756	0.2074722	0.9455934	0.5184240	0.1652896	0.9267332	0.2747902	0.6682682	1.0442520	0.2641483	0.6140724	0.4728385	0.6302928	1.0226727	0.6634131	0.2133879	0.4887097	0.0381828	0.7228903	0.9853291	0.5485595	0.1062818	0.0613356	0.5268821	0.4588654	0.2251687	0.2840861	0.4368842	0.0884648	0.1875157	0.2120565	0.5545848	0.8928975	0.9052471	0.9261154	0.5926021	0.7848168	0.1676130	0.2934991	0.2870831	0.6595986	0.5726836	0.5456937	0.5306169	0.8687033	0.9647560	0.4905623	0.4923850	0.3680029	0.5405728	0.3727826	0.2236655	0.6425572	0.9691270	0.6764887	0.4389795	0.7060530	0.3463237	0.2803171	0.9766520	0.7972715	0.5442647	0.5465106	0.0032703	0.5090797	0.4472386
50	0.0053323	0.6969521	0.0752971	0.9051190	0.3416579	0.8236957	0.2269964	0.4284962	1.0395779	0.0625305	0.3525319	0.8418729	0.0101537	0.6648422	0.0378964	0.8903403	0.9424552	0.1380745	0.6832098	0.5477703	0.4118942	0.0705601	0.0793648	0.6143260	0.8854523	0.2986027	0.6315279	0.3292083	0.9915419	0.7359101	0.6046999	0.2185666	0.8531396	0.1118949	0.7538264	0.1506783	0.9795584	0.4676063	0.1791823	0.9532119	0.2867255	0.5418947	0.9617014	0.4203332	0.5959654	0.4826490	0.6667111	1.0705801	0.5568159	0.2822504	0.5878759	0.0850514	0.7088079	0.8550067	0.5388976	0.1645610	0.0683935	0.4793939	0.4318388	0.4095056	0.3276777	0.4493989	0.1242501	0.2569078	0.1807401	0.6031727	1.0316298	0.8827853	0.7022202	0.4171566	0.7638082	0.3694822	0.4029921	0.2524569	0.7157118	0.5225788	0.4701500	0.5961407	0.8812057	0.9266098	0.5011275	0.5069627	0.3671685	0.5946653	0.3150610	0.2863579	0.4565027	0.9506631	0.6116774	0.4414300	0.8242913	0.3640806	0.2408565	0.9330725	0.8101079	0.6317321	0.6045048	0.0276395	0.5328496	0.2829533
100	0.0122900	0.7011276	0.0546939	0.8941462	0.2737229	1.0137549	0.4253721	0.4549144	1.0430431	0.0641125	0.3950788	0.7947395	0.0534990	0.4897177	0.0528098	0.7687982	1.0204083	0.1672341	0.8493626	0.5516399	0.7151800	0.1095281	0.0934765	0.6232224	0.7378625	0.2659921	0.6078348	0.1825851	0.9491789	0.6987019	0.5825965	0.2650342	0.9088706	0.1162172	0.8151145	0.1511103	0.8777766	0.4025585	0.1600801	0.7847745	0.2399344	0.5434325	0.7930113	0.4333126	0.5978863	0.4817439	0.5689882	1.1185766	0.5444453	0.3018884	0.5746281	0.0528320	0.7417479	0.9864846	0.4318183	0.1306221	0.0435858	0.4639698	0.2527708	0.5099531	0.3147346	0.6299733	0.1959444	0.4432326	0.1555701	0.6003391	1.1103744	0.8694996	0.2571881	0.3442720	0.7714149	0.4948973	0.3470368	0.1533677	0.7267299	0.5452932	0.5068654	0.5171128	0.8953997	0.8605177	0.6500352	0.5618143	0.3914950	0.5063460	0.3228567	0.2738081	0.4638770	0.8226311	0.7268500	0.4264782	0.9042650	0.3563241	0.1857216	0.7250870	0.9358030	0.6885693	0.5770622	0.0921816	0.7102046	0.2438535
150	0.0079008	0.7053079	0.0570045	0.6839259	0.2459832	1.0195022	0.4838400	0.4621429	0.9827751	0.0549083	0.3261535	0.6390371	0.1823457	0.4748423	0.0255927	0.8473066	1.0624616	0.1564153	0.9341207	0.4258494	0.8876509	0.2134754	0.0936453	0.6155764	0.5130558	0.2708606	0.5478665	0.0732944	0.8750145	0.7029758	0.5442622	0.2654850	1.0742510	0.1522865	0.8948608	0.1888651	0.8839622	0.3343166	0.1750383	0.8389297	0.2518185	0.5015830	0.6833953	0.5788189	0.5595997	0.4447412	0.6436929	1.1088869	0.4558484	0.3477058	0.5191619	0.0380748	0.8131310	1.0197218	0.3761330	0.1622861	0.0426276	0.5098422	0.1059927	0.6195193	0.3020187	0.6919701	0.1871107	0.5188666	0.1130626	0.6214134	1.0242264	0.8423415	0.1172546	0.5312082	0.7774987	0.5082758	0.3350212	0.0666039	0.7733975	0.4129741	0.3761135	0.4344216	0.9093901	0.8425689	0.6215226	0.5632508	0.3875092	0.4062400	0.3290832	0.3255990	0.4922261	0.7318344	0.7477978	0.4529217	0.8556813	0.3401467	0.1257330	0.6489143	0.9178265	0.6595831	0.7237680	0.0862563	0.7974792	0.3339219
200	0.0066144	0.5929877	0.0897670	0.5191768	0.2365923	0.9242652	0.5253893	0.4797868	1.1289385	0.0707495	0.3544179	0.3350639	0.1921257	0.5320493	0.0098872	0.8446563	0.8699549	0.2661947	1.0589440	0.3318314	1.0786720	0.3308519	0.0757639	0.5779698	0.4128582	0.2762347	0.5149696	0.0385164	0.9664442	0.7328620	0.5319497	0.2791149	0.9691604	0.2721415	0.8644749	0.1977422	0.9760196	0.3125489	0.2276439	0.7782951	0.1691862	0.3615022	0.5420516	0.6164705	0.5693235	0.4379639	0.5818203	1.0150335	0.4278039	0.3946508	0.5284484	0.0248867	0.8125870	0.9202516	0.4142504	0.3674398	0.0776813	0.5459668	0.1030298	0.5474763	0.2753494	0.6888986	0.1979833	0.6795845	0.0775965	0.5766505	0.9392655	0.6717233	0.0470272	0.5321768	0.7692699	0.5098520	0.3154023	0.0315961	0.6385455	0.4875437	0.2932851	0.3138308	0.9016142	0.8883303	0.5782793	0.7527687	0.3563140	0.2046086	0.4273433	0.2665664	0.4727474	0.5974152	0.8483419	0.3774351	0.8644685	0.3706223	0.0642759	0.5264174	0.8646067	0.6606236	0.7300475	0.0923452	0.8047042	0.4920970
250	0.0068535	0.5366403	0.1002393	0.4082090	0.2964389	0.8837456	0.5839479	0.4230462	0.9737945	0.0578412	0.4168881	0.2762017	0.1799412	0.4641983	0.0121931	0.7897864	0.9407540	0.2863130	1.0098309	0.1900879	1.0251743	0.3394818	0.0526006	0.5352162	0.3107643	0.2805311	0.4823635	0.0222823	0.8988706	0.6498161	0.5129513	0.1688608	0.9057222	0.4587874	0.9257354	0.1761122	0.9857510	0.2938776	0.1801384	0.7076676	0.0869499	0.2512624	0.4571395	0.5361966	0.6222208	0.4349413	0.5558379	0.9471658	0.3437937	0.3415267	0.6093643	0.0353780	0.8791943	0.9459265	0.3517663	0.5327402	0.1077455	0.5003058	0.1122538	0.5316512	0.3161748	0.8128150	0.3008555	0.6869544	0.0965898	0.4331595	0.9806265	0.6843240	0.0330230	0.4392442	0.7395259	0.5952444	0.2923336	0.0196325	0.5899379	0.5159043	0.3684268	0.2486030	0.8245188	0.8556254	0.5340544	0.8071358	0.3361588	0.1338986	0.3717503	0.2371022	0.4294254	0.4310668	0.7224046	0.3119550	0.8481384	0.3106819	0.0720993	0.5590367	0.8597823	0.6237914	0.5959790	0.0819855	0.7712184	0.6313395
300	0.0070813	0.4511494	0.1085500	0.4232851	0.3657982	0.9308457	0.5079026	0.4260072	1.0537400	0.0614588	0.4401611	0.2727665	0.2496780	0.3845332	0.0359379	0.9274109	0.9341262	0.3189422	0.9338854	0.2484032	0.8329373	0.3876416	0.0502734	0.5787061	0.2699414	0.2739485	0.3987565	0.0329548	0.9818717	0.5927959	0.5607460	0.2103830	0.9421523	0.6551985	0.9599702	0.1484284	0.9521329	0.2715556	0.1545776	0.6589576	0.0774628	0.1921766	0.5347529	0.5175235	0.6452402	0.5070884	0.5577410	0.9204462	0.3974382	0.3746887	0.6523464	0.0625107	0.9084109	0.9654665	0.2906464	0.6778061	0.1069143	0.5965232	0.1357856	0.5325991	0.2920858	0.7995844	0.4635645	0.7368225	0.1523568	0.4865823	1.0038165	0.8228141	0.0395342	0.4533075	0.6277173	0.6471407	0.2536372	0.0126267	0.5263150	0.5925506	0.4185273	0.2686286	0.7812530	0.8504442	0.5133956	0.9048595	0.3403170	0.1267762	0.3434457	0.2684817	0.3178243	0.2573681	0.8465564	0.2844402	0.9011542	0.3194868	0.0824031	0.4712837	0.8900812	0.6334577	0.7469805	0.1004491	0.6134621	0.7583710
350	0.0102413	0.3485289	0.1422318	0.3812471	0.3386973	0.9503486	0.5387656	0.4607123	1.0255082	0.0585442	0.4504118	0.2424231	0.3413431	0.4109980	0.0401670	0.8652266	1.0082242	0.3264698	0.8931339	0.2600962	0.8417011	0.3911253	0.0917680	0.4812957	0.2967110	0.2742774	0.4122695	0.0219725	0.9823111	0.6607643	0.5632919	0.1474558	0.9058725	0.7678251	0.9562979	0.1687217	0.8872232	0.2678780	0.1298331	0.6709226	0.0593990	0.1543986	0.4737290	0.5628366	0.6559745	0.5337794	0.5132238	0.9399871	0.3956988	0.4164044	0.6468833	0.0728617	0.8699852	0.8820933	0.2852218	0.6994085	0.1625028	0.6778456	0.1874243	0.5705729	0.2863645	0.7596599	0.4589485	0.6650293	0.2267449	0.5009384	0.9442844	0.9069845	0.0341884	0.3843127	0.5959586	0.6012355	0.1917573	0.0245405	0.5264657	0.6938686	0.4377477	0.2777962	0.8494193	0.7905101	0.4851097	0.8773307	0.3826507	0.0792876	0.4155694	0.2626066	0.3554397	0.1873036	0.8935277	0.2995984	0.9514859	0.3224782	0.0914404	0.4243485	0.8574027	0.6889991	0.7171433	0.0992377	0.4941228	0.6724415
400	0.0112307	0.2832652	0.2129388	0.4635238	0.3683785	0.9538296	0.5851828	0.4956212	0.9469667	0.0435166	0.3829612	0.2447604	0.3212648	0.4265360	0.0826504	0.9352145	0.9121824	0.4447405	0.9543041	0.3341429	0.9430822	0.3116279	0.0894573	0.5473671	0.3099124	0.3507188	0.3993361	0.0250031	0.9451518	0.6328235	0.6397235	0.1813621	0.7641775	0.8589384	0.9493141	0.2071292	0.9081742	0.2663897	0.1413040	0.7293389	0.0605254	0.1088820	0.4867661	0.6250591	0.7066638	0.5872408	0.5029559	0.9454045	0.4513691	0.4005892	0.6274684	0.0614766	0.9014236	0.8987081	0.3714339	0.6108846	0.1645955	0.6559268	0.3313644	0.6142070	0.3089158	0.8154587	0.3598403	0.7744468	0.2190148	0.4644457	0.9639510	0.9491664	0.0375807	0.2270819	0.6637685	0.5640562	0.1333843	0.0236059	0.4948677	0.7258019	0.4366017	0.2364902	0.8931614	0.7936260	0.4576129	0.9455588	0.3866973	0.0944340	0.4352857	0.2434406	0.3653413	0.1613107	0.9532022	0.3672933	0.9828844	0.3011548	0.0915613	0.4412100	0.9219426	0.6064659	0.7833679	0.0587094	0.4104149	0.7477129
450	0.0100731	0.1994615	0.2578434	0.4216640	0.2688907	1.0280184	0.5155053	0.4524412	0.8714120	0.0613527	0.3054246	0.2529964	0.3625180	0.4420816	0.1353706	0.9539787	0.9065015	0.4035491	0.9264248	0.4580079	1.0781266	0.2937325	0.0753135	0.5892305	0.3104065	0.3310011	0.4258859	0.0171094	0.8696158	0.6812928	0.5095498	0.1219666	0.6158012	0.8353566	0.9189116	0.1785057	0.9668943	0.2509312	0.1634346	0.7455526	0.0347056	0.0877699	0.4200491	0.5858200	0.6320986	0.5703631	0.5695857	1.0242013	0.4320267	0.3789108	0.6169062	0.0700774	0.8648131	0.9957914	0.3794845	0.7079391	0.1689486	0.6764386	0.3905466	0.6210687	0.3062125	0.8151932	0.2759989	0.6495564	0.1706131	0.4556797	0.9270106	0.9071281	0.0271563	0.1946806	0.7308552	0.5286774	0.0818736	0.0091804	0.4841832	0.6711647	0.3673721	0.2132210	0.8545949	0.7942875	0.3418431	0.9104872	0.3862683	0.1079971	0.4581615	0.2715356	0.3911713	0.1932929	0.9137956	0.3615927	0.8624563	0.2454451	0.1052809	0.3731235	0.7380346	0.6032743	0.8482891	0.0869400	0.3615630	0.7896345
500	0.0117491	0.1460578	0.2410864	0.4554659	0.2162518	0.9775167	0.4970383	0.4238159	0.9908746	0.0509978	0.3804454	0.2788225	0.3531516	0.5448858	0.1980355	0.9644074	0.9670925	0.4409805	1.0073255	0.5962679	1.0011089	0.2140924	0.0681131	0.6272607	0.3210475	0.3152580	0.4060054	0.0215522	1.0157426	0.6223202	0.5850235	0.1302990	0.5578535	0.7608444	0.9005123	0.2646628	0.9936440	0.2151941	0.1200191	0.7826548	0.0597480	0.0678334	0.3423693	0.5799405	0.6054246	0.5177223	0.5093021	0.9824158	0.4374154	0.3166268	0.6288257	0.0573474	0.9713491	1.0259452	0.4676560	0.7643472	0.1667822	0.7880743	0.4186259	0.6672732	0.3349522	0.7807402	0.3432592	0.4703188	0.1415788	0.4523860	0.9841099	0.8553612	0.0387470	0.1345414	0.5975033	0.5681289	0.1416869	0.0051632	0.5442780	0.6178509	0.3784031	0.1726892	0.9485657	0.8344407	0.2557700	0.9131043	0.3466477	0.0687807	0.4732650	0.2896595	0.3682788	0.1822033	0.8372079	0.4443044	0.9416099	0.2523546	0.0665653	0.3904680	0.8387855	0.6425008	0.8318656	0.1179390	0.4071508	0.7862444
550	0.0196459	0.1700918	0.2480320	0.4893066	0.2993717	0.4896028	0.2915334	0.4763453	0.9277676	0.0408625	0.3305851	0.2629606	0.2355642	0.7419276	0.2527995	1.0015847	1.1097321	0.3890296	0.4912259	0.5421329	0.6607425	0.2667015	0.0654757	0.5776447	0.3682021	0.2799021	0.3830015	0.1879855	1.0023460	0.5590478	0.5797575	0.1544283	0.6802500	0.7484974	0.9085795	0.1769109	1.0032446	0.2481138	0.1380281	0.8498773	0.0596012	0.0499528	0.3383608	0.4944932	0.7153646	0.5380846	0.4815948	1.0186369	0.4509898	0.2960459	0.5839522	0.0740196	0.9133695	0.9893463	0.5378929	0.7357016	0.1738841	0.7468722	0.5503882	0.7172933	0.2902509	0.8200982	0.4245436	0.3340152	0.1320785	0.4539727	1.1123196	0.8480598	0.3706317	0.0657099	0.5801080	0.3575994	0.1327444	0.0075468	0.4855705	0.5884451	0.3995954	0.1203024	0.7605987	0.7983199	0.2942039	0.9229131	0.3402196	0.1136703	0.4678954	0.3242061	0.3954541	0.1248387	0.8213234	0.3739100	0.7994665	0.2726530	0.1062730	0.3647938	0.8228706	0.5795854	0.7984007	0.0505262	0.4558088	0.7459229
600	0.0494251	0.2237509	0.1987604	0.5151647	0.3195217	0.2343107	0.1183398	0.5329791	1.0313955	0.0332767	0.4582828	0.2457438	0.1259578	0.9216962	0.3290766	0.9819564	0.9425047	0.3739649	0.1894137	0.5664532	0.3679033	0.1639073	0.0611860	0.5311269	0.3784849	0.2784377	0.4174437	0.3793196	0.9532971	0.6431679	0.6370774	0.1628463	0.7050565	0.8031806	0.9746696	0.1060966	1.0333724	0.3950635	0.1835566	0.9572603	0.0487885	0.0325200	0.5711030	0.3798262	0.6360710	0.4395818	0.4847512	1.1038451	0.4761389	0.2591159	0.5839257	0.1105809	0.9844821	1.0521586	0.5212766	0.6871898	0.1469597	0.7450154	0.5106836	0.6411348	0.3129531	0.8309773	0.4127174	0.2091895	0.1570350	0.5048586	1.0154113	0.9287726	0.5938237	0.0434314	0.6457285	0.2232863	0.1164437	0.0610866	0.4439685	0.5680581	0.3925748	0.1096210	0.7805946	0.6708663	0.3361168	0.9681705	0.3710704	0.3102304	0.3780317	0.3476233	0.3215907	0.2101991	0.7546491	0.3864293	0.6849318	0.2893633	0.1069335	0.4123063	0.8725886	0.5230123	0.7471945	0.0237051	0.3747744	0.7085097
