"Time"	YDR216W	YKL015W	YGL181W	YGL254W	YMR019W	YJR147W	YOL089C	YCR096C	YCR097W	YCL066W	YLR366W	YER171W	YHL032C	YDR223W	YMR017W	YDL159WA	YPL092W	YOL154W	YBR226C	YAR050W	YJL193W	YCL039W	YHL035C	YDR084C	YDL117W	YDL050C	YNL268W	YKL178C	YKL005C	YDR292C	YNL014W	YFR007W	STA3	YKL197C	YOR056C	YFR042W	YJL195C	YLR126C	YKL176C	YBR292C	YLL056C	YBR227C	YMR118C	STA1	YAL067C	YKL175W	YOR263C	YDL119C	YDR057W	YCR039C	YJR140C	YPL215W	YCR108C	YMR303C	YJR141W	YDL073W	YOR057W	YLR212C	YNL050C	YOL086C	YHR155W	YNL270C	YPL243W	YBL064C	YGR257C	YBR228W	YDL206W	YFR041C	YDR071C	YHR028C	YDR099W	YDR210WD	YJR013W	YEL020C	YPR118W	YNL114C	YLR311C	YGR107W	YAL022C	YOL155C	YDR282C	YDL024C	YLL059C	YMR238W	YMR041C	STA2	YBL063W	YAL065C	YLR312WA	YPL147W	YLL055W	YLR365W	YBR257W	YBR256C	YKL219W	YLR143W	YOR368W	YGR027WA	YOL164WA	YLR410WB
1	0.9604387	0.3771733	0.2895176	0.4643997	0.9716091	1.0000000	0.9893190	0.7350603	0.2557074	0.6145043	0.9982059	0.5645709	0.1176269	0.0766461	0.3521448	0.1491694	0.8187241	0.5566194	0.2424301	0.4806097	0.9718108	0.8648535	0.9255215	0.8191741	0.9611743	0.8197559	0.9912736	0.8009159	0.6925559	0.9952698	0.3932014	0.5440827	0.3491215	0.3799696	0.9710312	0.8505134	0.6146896	0.1931730	0.7827471	0.0315808	0.1161597	0.0426437	0.1934777	0.9003482	0.9241153	0.0752113	0.7970779	0.0401290	0.0534339	0.2283664	0.5213367	0.9894949	0.9242065	0.7473021	0.0751459	0.5892507	0.0571766	0.5901093	0.9966034	0.9628861	0.1586919	0.4450882	0.9599980	0.0600180	0.9720839	0.0974986	0.4164220	0.3251469	0.2198503	0.5086706	0.0441072	0.1125017	0.2453460	0.9090595	0.0128706	0.2587385	0.6863814	0.6089145	0.6331492	0.9955758	0.3963098	0.1204016	0.9923818	0.4106279	0.0900302	0.8344109	0.0144221	0.4921782	0.9307025	0.7711241	0.0285602	0.9997058	0.3257008	0.3956472	0.1379613	0.8510993	0.3438594	0.8267053	0.6456602	0.8271758
2	0.9225736	0.3732962	0.2895148	0.4642659	0.9724682	1.0000000	0.9790283	0.7376709	0.2557118	0.6144889	0.9982058	0.5645709	0.1176302	0.0766544	0.3521456	0.1491785	0.8187064	0.5566245	0.2424324	0.4805957	0.9718148	0.8662493	0.9234111	0.8191509	0.9613480	0.8081608	0.9913445	0.8009409	0.6925283	0.9953215	0.3932012	0.5491829	0.3491473	0.3799950	0.9710261	0.8505142	0.6191298	0.2198846	0.7827450	0.0315806	0.1161594	0.0409710	0.1925310	0.9003459	0.9173712	0.0754162	0.8005635	0.0401291	0.0522380	0.2283709	0.5213414	0.9894949	0.9242048	0.7559622	0.0751499	0.5892371	0.0571759	0.5901308	0.9966328	0.9637049	0.1586956	0.4364617	0.9600033	0.0578097	0.9725741	0.0975040	0.4261786	0.3251460	0.2198583	0.5001606	0.0441078	0.1100862	0.2406559	0.9090608	0.0126059	0.2587325	0.6863894	0.6089183	0.6331582	0.9955756	0.3959049	0.1350525	0.9923818	0.4086414	0.0900280	0.8357814	0.0144230	0.4921948	0.9307009	0.7711158	0.0285602	0.9997123	0.3257308	0.3956554	0.1379565	0.8511046	0.3611332	0.8267124	0.6531791	0.8112515
3	0.8863321	0.3695347	0.2895082	0.4641280	0.9733003	1.0000000	0.9691137	0.7402160	0.2557234	0.6144739	0.9982054	0.5645709	0.1176389	0.0766626	0.3521474	0.1492025	0.8186890	0.5566332	0.2424405	0.4805568	0.9718188	0.8676230	0.9213491	0.8190895	0.9615109	0.7967481	0.9914137	0.8009664	0.6925012	0.9953716	0.3932010	0.5541854	0.3491728	0.3800631	0.9710129	0.8505153	0.6234799	0.2456607	0.7827404	0.0315804	0.1161590	0.0393652	0.1916159	0.9003436	0.9108514	0.0756160	0.8039728	0.0401296	0.0510743	0.2283819	0.5213541	0.9894951	0.9241998	0.7641611	0.0751609	0.5892011	0.0571754	0.5901568	0.9966610	0.9645055	0.1587055	0.4281124	0.9600087	0.0556827	0.9730554	0.0975184	0.4357477	0.3251445	0.2198825	0.4918469	0.0441093	0.1077350	0.2360826	0.9090623	0.0123471	0.2587186	0.6864094	0.6089263	0.6332000	0.9955750	0.3955138	0.1493975	0.9923819	0.4067012	0.0900232	0.8371219	0.0144247	0.4922112	0.9306973	0.7710939	0.0285601	0.9997184	0.3258093	0.3956779	0.1379518	0.8511128	0.3777894	0.8267194	0.6597674	0.7958486
4	0.8912058	0.3699033	0.2894966	0.4641126	0.9732167	1.0000000	0.9702425	0.7400117	0.2557447	0.6144590	0.9982045	0.5645709	0.1176549	0.0766707	0.3521507	0.1492467	0.8186717	0.5566467	0.2424564	0.4804844	0.9718229	0.8674959	0.9214961	0.8189765	0.9614718	0.7973136	0.9914082	0.8009929	0.6924745	0.9953670	0.3932009	0.5538919	0.3491980	0.3801893	0.9709887	0.8505168	0.6232141	0.2428411	0.7827324	0.0315801	0.1161583	0.0395666	0.1917107	0.9003414	0.9115361	0.0755973	0.8037437	0.0401307	0.0511710	0.2284017	0.5213776	0.9894953	0.9241906	0.7626941	0.0751814	0.5891349	0.0571753	0.5901888	0.9966571	0.9644363	0.1587239	0.4289606	0.9600141	0.0559266	0.9730246	0.0975449	0.4350075	0.3251424	0.2199286	0.4924360	0.0441120	0.1079779	0.2364395	0.9090638	0.0123643	0.2586941	0.6864453	0.6089402	0.6332856	0.9955739	0.3955416	0.1484759	0.9923820	0.4068900	0.0900147	0.8369940	0.0144275	0.4922274	0.9306911	0.7710536	0.0285600	0.9997168	0.3259529	0.3957193	0.1379471	0.8511248	0.3759350	0.8267263	0.6569245	0.7974338
5	0.8958706	0.3702978	0.2894803	0.4640875	0.9731345	1.0000000	0.9713300	0.7398036	0.2557752	0.6144444	0.9982032	0.5645709	0.1176779	0.0766787	0.3521553	0.1493103	0.8186546	0.5566650	0.2424800	0.4803793	0.9718271	0.8673704	0.9216428	0.8188128	0.9614198	0.7978738	0.9914024	0.8010202	0.6924482	0.9953625	0.3932007	0.5536037	0.3492228	0.3803720	0.9709540	0.8505186	0.6229551	0.2401149	0.7827212	0.0315797	0.1161574	0.0397602	0.1918092	0.9003391	0.9121981	0.0755770	0.8035196	0.0401324	0.0512652	0.2284299	0.5214114	0.9894957	0.9241771	0.7612471	0.0752110	0.5890394	0.0571754	0.5902269	0.9966531	0.9643619	0.1587505	0.4297937	0.9600195	0.0561615	0.9729928	0.0975831	0.4342802	0.3251396	0.2199962	0.4930114	0.0441159	0.1082443	0.2367950	0.9090655	0.0123813	0.2586593	0.6864958	0.6089597	0.6334134	0.9955723	0.3955682	0.1475720	0.9923822	0.4070751	0.0900026	0.8368685	0.0144315	0.4922433	0.9306824	0.7709956	0.0285599	0.9997150	0.3261587	0.3957793	0.1379425	0.8511406	0.3741463	0.8267330	0.6543190	0.7989815

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	0.9612838	0.3726498	0.2988686	0.4645280	0.9707220	1.0000000	1.0000000	0.7323843	0.2557068	0.6145043	0.9982059	0.5645709	0.1176269	0.0766457	0.3521449	0.1475663	0.8220458	0.5566198	0.2404419	0.4806098	0.9718108	0.8633750	0.9170860	0.8098076	0.9609926	0.8315480	0.9912009	0.7927538	0.6912906	0.9952165	0.3932014	0.5388830	0.3491215	0.3799695	0.9710312	0.8505133	0.6104431	0.1654905	0.7827468	0.0315808	0.1161597	0.0426190	0.1944546	0.9003482	0.9311017	0.0822042	0.7935143	0.0401290	0.0546629	0.2283658	0.5202759	0.9894949	0.9256776	0.7381590	0.0741048	0.5892508	0.0561784	0.5820835	0.9966350	0.9620484	0.1563289	0.4524000	0.9599980	0.0623107	0.9715836	0.0951313	0.4093040	0.3199843	0.2175429	0.5173816	0.0441071	0.1128460	0.2444687	0.9090595	0.0131410	0.2587377	0.6863827	0.6039042	0.6331491	0.9955758	0.3967168	0.1141538	0.9924992	0.4070389	0.0900299	0.8329722	0.0144222	0.4921776	0.9307023	0.7711242	0.0285602	0.9996987	0.3257007	0.3956471	0.1379615	0.8418060	0.3259452	0.8174684	0.6371119	0.8172139
2	0.9242276	0.3643550	0.3078894	0.4645152	0.9707218	1.0000000	1.0000000	0.7323843	0.2557068	0.6144889	0.9982058	0.5645709	0.1176301	0.0766516	0.3521464	0.1460142	0.8252744	0.5566274	0.2384885	0.4805968	0.9718147	0.8633153	0.9067252	0.8006260	0.9609872	0.8315626	0.9912004	0.7848338	0.6900317	0.9952165	0.3932012	0.5388831	0.3491473	0.3799943	0.9710263	0.8505140	0.6107233	0.1654849	0.7827430	0.0315807	0.1161596	0.0409226	0.1944546	0.9003459	0.9311054	0.0892754	0.7935143	0.0401291	0.0546629	0.2283663	0.5192412	0.9894949	0.9271172	0.7381347	0.0730869	0.5892375	0.0551975	0.5741957	0.9966948	0.9620459	0.1540177	0.4508606	0.9600033	0.0623107	0.9715812	0.0928290	0.4120789	0.3149411	0.2152761	0.5173815	0.0441071	0.1107684	0.2389211	0.9090608	0.0131409	0.2587262	0.6863992	0.5990452	0.6331577	0.9955753	0.3967132	0.1226867	0.9926135	0.4015459	0.0900259	0.8329350	0.0144237	0.4921906	0.9306993	0.7711160	0.0285602	0.9996986	0.3257300	0.3956552	0.1379580	0.8327067	0.3259449	0.8085005	0.6370712	0.7916495
3	0.8887603	0.3562716	0.3165900	0.4644870	0.9707211	1.0000000	1.0000000	0.7323844	0.2557068	0.6144739	0.9982054	0.5645709	0.1176387	0.0766533	0.3521502	0.1445175	0.8284294	0.5566426	0.2365721	0.4805606	0.9718186	0.8632563	0.8965936	0.7916177	0.9609723	0.8315826	0.9911992	0.7771252	0.6888121	0.9952165	0.3932010	0.5388830	0.3491728	0.3800610	0.9710133	0.8505147	0.6109976	0.1654712	0.7827338	0.0315805	0.1161595	0.0392939	0.1944546	0.9003436	0.9310971	0.0962170	0.7935144	0.0401296	0.0546629	0.2283667	0.5182351	0.9894949	0.9285261	0.7380712	0.0720926	0.5892023	0.0542344	0.5664254	0.9967523	0.9620392	0.1517587	0.4493876	0.9600085	0.0623107	0.9715764	0.0905898	0.4147999	0.3100153	0.2130533	0.5173815	0.0441071	0.1087506	0.2335080	0.9090620	0.0131409	0.2586979	0.6864414	0.5943349	0.6331985	0.9955740	0.3967254	0.1310404	0.9927246	0.3961795	0.0900161	0.8328982	0.0144269	0.4921973	0.9306922	0.7710945	0.0285602	0.9996984	0.3258069	0.3956772	0.1379568	0.8237951	0.3259443	0.7997845	0.6369672	0.7669166
4	0.8935299	0.3569712	0.3156195	0.4644379	0.9707199	1.0000000	1.0000000	0.7323844	0.2557068	0.6144590	0.9982045	0.5645709	0.1176543	0.0766495	0.3521570	0.1446843	0.8281905	0.5566684	0.2366858	0.4804931	0.9718223	0.8631981	0.8972898	0.7920931	0.9609445	0.8316099	0.9911970	0.7777844	0.6889018	0.9952165	0.3932009	0.5388824	0.3491980	0.3801844	0.9709896	0.8505154	0.6109832	0.1654465	0.7827173	0.0315804	0.1161594	0.0394980	0.1944546	0.9003414	0.9310727	0.0958211	0.7935145	0.0401307	0.0546629	0.2283671	0.5183208	0.9894950	0.9284340	0.7379559	0.0721755	0.5891375	0.0542873	0.5668226	0.9967452	0.9620267	0.1519223	0.4495899	0.9600136	0.0623108	0.9715683	0.0908020	0.4144634	0.3103668	0.2132082	0.5173816	0.0441071	0.1089670	0.2339117	0.9090632	0.0131409	0.2586467	0.6865175	0.5947895	0.6332824	0.9955716	0.3967588	0.1304982	0.9927154	0.3966101	0.0899985	0.8328619	0.0144327	0.4921956	0.9306795	0.7710551	0.0285602	0.9996980	0.3259474	0.3957177	0.1379587	0.8243713	0.3259432	0.8005451	0.6367830	0.7694762
5	0.8980951	0.3576876	0.3146716	0.4643683	0.9707183	1.0000000	1.0000000	0.7323844	0.2557068	0.6144444	0.9982033	0.5645709	0.1176768	0.0766402	0.3521667	0.1448670	0.8279568	0.5567045	0.2368053	0.4803952	0.9718261	0.8631405	0.8979771	0.7925064	0.9609040	0.8316446	0.9911938	0.7784264	0.6890063	0.9952165	0.3932007	0.5388816	0.3492228	0.3803632	0.9709557	0.8505160	0.6109691	0.1654112	0.7826937	0.0315802	0.1161593	0.0396944	0.1944546	0.9003392	0.9310326	0.0954283	0.7935146	0.0401323	0.0546629	0.2283676	0.5184154	0.9894950	0.9283440	0.7377919	0.0722661	0.5890440	0.0543394	0.5672280	0.9967384	0.9620086	0.1520909	0.4498113	0.9600186	0.0623108	0.9715568	0.0910206	0.4141324	0.3107101	0.2133823	0.5173816	0.0441071	0.1092068	0.2343056	0.9090644	0.0131411	0.2585735	0.6866252	0.5952439	0.6334075	0.9955683	0.3968128	0.1299643	0.9927064	0.3970311	0.0899734	0.8328260	0.0144409	0.4921856	0.9306613	0.7709984	0.0285602	0.9996974	0.3261488	0.3957764	0.1379635	0.8249445	0.3259415	0.8012761	0.6365287	0.7719827

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	0.9990265	0.3811598	0.2895180	0.4683588	0.9715672	0.9752843	1.0000000	0.7323843	0.2557068	0.6145043	0.9982060	0.5700746	0.1157103	0.0766461	0.3402785	0.1491681	0.8187243	0.5566191	0.2406984	0.4806119	0.9718108	0.8637458	0.9276822	0.8191774	0.9612562	0.8315475	0.9912010	0.8009155	0.6925559	0.9952164	0.3920250	0.5385430	0.3413387	0.3799659	0.9710319	0.8505134	0.6174771	0.1947079	0.7827473	0.0315808	0.1138186	0.0443860	0.1944546	0.9003482	0.9088045	0.0749982	0.7935137	0.0401289	0.0546630	0.2283658	0.5190499	0.9894949	0.9246080	0.7381625	0.0751453	0.5892527	0.0571765	0.5901089	0.9965726	0.9620488	0.1575611	0.4459937	0.9599980	0.0623107	0.9715838	0.0974978	0.4063010	0.3251469	0.2198490	0.5173804	0.0441071	0.1123655	0.2501541	0.9096263	0.0128576	0.2842108	0.6863803	0.6058577	0.6331465	0.9956144	0.3967162	0.1043877	0.9925476	0.4127111	0.0900304	0.8329722	0.0141991	0.4921782	0.9307027	0.7711253	0.0285602	0.9996988	0.3206155	0.3956459	0.1379613	0.8510990	0.3259484	0.8267053	0.6742412	0.8284180
2	0.9980948	0.3811601	0.2895174	0.4720902	0.9723858	0.9512368	1.0000000	0.7323843	0.2557068	0.6144889	0.9982060	0.5753902	0.1138517	0.0766544	0.3288198	0.1491684	0.8187078	0.5566220	0.2389949	0.4806126	0.9718148	0.8640525	0.9276842	0.8191768	0.9615141	0.8315588	0.9912009	0.8009376	0.6925283	0.9952159	0.3908754	0.5382067	0.3337650	0.3799658	0.9710318	0.8505142	0.6246478	0.2229008	0.7827467	0.0315806	0.1115390	0.0443860	0.1944546	0.9003459	0.8872585	0.0749946	0.7935102	0.0401288	0.0546637	0.2283663	0.5168098	0.9894949	0.9250008	0.7381618	0.0751452	0.5892525	0.0571757	0.5901276	0.9965726	0.9620488	0.1564545	0.4382422	0.9600033	0.0623107	0.9715829	0.0974979	0.4061368	0.3251460	0.2198474	0.5173725	0.0441071	0.1098151	0.2501541	0.9101835	0.0125802	0.3087534	0.6863808	0.6028916	0.6331375	0.9956511	0.3967086	0.1033589	0.9927089	0.4127569	0.0900299	0.8329350	0.0139821	0.4921948	0.9307022	0.7711251	0.0285602	0.9996987	0.3157260	0.3956458	0.1379565	0.8511026	0.3259701	0.8267124	0.7070427	0.8136934
3	0.9972030	0.3811611	0.2895168	0.4757295	0.9731785	0.9278395	1.0000000	0.7323844	0.2557068	0.6144739	0.9982061	0.5805185	0.1120488	0.0766626	0.3177548	0.1491689	0.8186936	0.5566249	0.2373201	0.4806126	0.9718188	0.8643568	0.9276861	0.8191753	0.9617666	0.8315698	0.9912008	0.8009557	0.6925012	0.9952147	0.3897551	0.5378709	0.3263699	0.3799667	0.9710314	0.8505153	0.6316724	0.2501064	0.7827462	0.0315804	0.1093195	0.0443860	0.1944546	0.9003436	0.8664290	0.0749911	0.7935005	0.0401286	0.0546657	0.2283667	0.5146149	0.9894951	0.9253852	0.7381603	0.0751452	0.5892517	0.0571749	0.5901461	0.9965726	0.9620487	0.1553711	0.4307365	0.9600087	0.0623107	0.9715820	0.0974983	0.4059870	0.3251446	0.2198463	0.5173516	0.0441071	0.1073284	0.2501541	0.9107302	0.0123088	0.3324022	0.6863813	0.6000121	0.6331319	0.9956862	0.3967103	0.1023516	0.9928659	0.4127965	0.0900294	0.8328982	0.0137705	0.4922112	0.9307017	0.7711246	0.0285601	0.9996987	0.3110211	0.3956461	0.1379518	0.8511062	0.3260276	0.8267194	0.7360255	0.7994473
4	0.9973229	0.3811630	0.2895162	0.4754494	0.9730974	0.9297905	1.0000000	0.7323844	0.2557068	0.6144590	0.9982061	0.5799367	0.1122162	0.0766707	0.3189429	0.1491700	0.8186822	0.5566277	0.2374047	0.4806118	0.9718229	0.8642908	0.9276880	0.8191725	0.9617509	0.8315807	0.9912008	0.8009684	0.6924745	0.9952123	0.3898454	0.5378729	0.3269325	0.3799691	0.9710309	0.8505167	0.6312395	0.2471427	0.7827457	0.0315801	0.1094990	0.0443861	0.1944546	0.9003414	0.8685908	0.0749876	0.7934826	0.0401285	0.0546693	0.2283671	0.5147505	0.9894953	0.9253602	0.7381574	0.0751455	0.5892502	0.0571741	0.5901643	0.9965726	0.9620485	0.1554410	0.4314762	0.9600141	0.0623107	0.9715811	0.0974989	0.4058562	0.3251425	0.2198457	0.5173129	0.0441071	0.1075272	0.2501541	0.9106999	0.0123266	0.3297181	0.6863818	0.6002732	0.6331308	0.9956812	0.3967247	0.1024146	0.9928529	0.4128279	0.0900289	0.8328619	0.0137871	0.4922274	0.9307013	0.7711236	0.0285601	0.9996987	0.3115762	0.3956468	0.1379471	0.8511097	0.3261337	0.8267263	0.7245063	0.8008852
5	0.9974377	0.3811656	0.2895156	0.4751763	0.9730169	0.9316887	1.0000000	0.7323844	0.2557068	0.6144444	0.9982061	0.5793493	0.1123787	0.0766786	0.3200942	0.1491715	0.8186737	0.5566304	0.2374881	0.4806102	0.9718271	0.8642300	0.9276898	0.8191685	0.9617351	0.8315915	0.9912007	0.8009758	0.6924483	0.9952088	0.3899436	0.5378665	0.3274822	0.3799728	0.9710300	0.8505185	0.6308167	0.2442828	0.7827452	0.0315797	0.1096735	0.0443861	0.1944546	0.9003392	0.8706809	0.0749841	0.7934565	0.0401284	0.0546745	0.2283676	0.5148836	0.9894956	0.9253357	0.7381533	0.0751460	0.5892480	0.0571734	0.5901823	0.9965726	0.9620482	0.1555097	0.4321924	0.9600195	0.0623107	0.9715803	0.0974998	0.4057442	0.3251398	0.2198457	0.5172567	0.0441071	0.1077253	0.2501540	0.9106703	0.0123441	0.3271317	0.6863823	0.6005266	0.6331341	0.9956765	0.3967516	0.1024763	0.9928403	0.4128512	0.0900284	0.8328260	0.0138033	0.4922433	0.9307008	0.7711222	0.0285599	0.9996987	0.3121121	0.3956480	0.1379425	0.8511131	0.3262874	0.8267330	0.7143259	0.8022764

0	1.0000000	0.3811597	0.2895186	0.4645330	0.9707221	1.0000000	1.0000000	0.7323843	0.2557068	0.6145198	0.9982059	0.5645709	0.1176264	0.0766376	0.3521445	0.1491681	0.8187420	0.5566161	0.2424309	0.4806108	0.9718068	0.8634355	0.9276802	0.8191776	0.9609931	0.8315361	0.9912011	0.8008911	0.6925838	0.9952165	0.3932015	0.5388828	0.3490953	0.3799666	0.9710319	0.8505126	0.6101572	0.1654919	0.7827478	0.0315810	0.1161598	0.0443860	0.1944546	0.9003505	0.9310916	0.0750019	0.7935142	0.0401291	0.0546629	0.2283654	0.5213361	0.9894948	0.9242067	0.7381625	0.0751455	0.5892526	0.0571774	0.5900898	0.9965726	0.9620487	0.1586915	0.4539991	0.9599926	0.0623107	0.9715848	0.0974978	0.4064741	0.3251476	0.2198507	0.5173816	0.0441071	0.1149810	0.2501542	0.9090582	0.0131411	0.2587404	0.6863798	0.6089129	0.6331575	0.9955759	0.3967289	0.1054384	0.9923818	0.4126616	0.0900310	0.8330098	0.0144217	0.4921613	0.9307032	0.7711253	0.0285602	0.9996988	0.3256964	0.3956462	0.1379662	0.8510954	0.3259452	0.8266980	0.6371181	0.8436371
1	0.9624968	0.3811619	0.3117554	0.4733443	0.9707220	0.9930877	1.0000000	0.7323843	0.2557068	0.6145043	0.9982059	0.5645705	0.1176269	0.0766452	0.3521447	0.1491694	0.8184803	0.5494071	0.2387139	0.4878955	0.9718108	0.8633756	0.9202292	0.8191743	0.9617373	0.8225810	0.9912010	0.8026018	0.6925584	0.9952165	0.3898201	0.5388829	0.3491215	0.3778461	0.9710771	0.8505133	0.6101599	0.1654912	0.7881075	0.0310697	0.1161597	0.0426142	0.1944546	0.8961808	0.9081755	0.0749982	0.7935141	0.0401290	0.0533090	0.2283658	0.5213366	0.9894949	0.9242068	0.7381591	0.0744233	0.5892508	0.0571766	0.5899810	0.9966326	0.9620484	0.1586919	0.4540009	0.9599980	0.0600187	0.9715838	0.0956465	0.4168515	0.3251469	0.2198503	0.5121374	0.0441071	0.1149828	0.2449594	0.9090595	0.0131410	0.2580201	0.6863803	0.5929342	0.6331495	0.9955759	0.3859056	0.1054370	0.9925835	0.4127105	0.0900304	0.8329722	0.0144220	0.4921769	0.9307027	0.7711242	0.0278142	0.9996987	0.3257006	0.3956471	0.1379618	0.8510990	0.3448951	0.8207820	0.6371121	0.8436392
2	0.9266015	0.3811767	0.3332154	0.4819382	0.9707218	0.9863623	1.0000000	0.7323843	0.2557068	0.6144889	0.9982058	0.5645675	0.1176300	0.0766477	0.3521454	0.1491780	0.8182267	0.5423560	0.2350594	0.4950244	0.9718147	0.8633203	0.9129414	0.8191522	0.9624666	0.8137664	0.9912009	0.8042666	0.6925484	0.9952163	0.3865078	0.5388820	0.3491473	0.3757771	0.9711163	0.8505140	0.6101626	0.1654906	0.7932981	0.0305704	0.1161596	0.0409131	0.1944546	0.8921026	0.8860175	0.0749946	0.7935132	0.0401290	0.0519916	0.2283663	0.5213411	0.9894949	0.9242070	0.7381355	0.0737182	0.5892380	0.0571759	0.5898737	0.9966903	0.9620460	0.1586953	0.4540027	0.9600033	0.0578110	0.9715829	0.0938468	0.4270306	0.3251463	0.2198578	0.5070131	0.0441071	0.1149952	0.2398906	0.9090608	0.0131409	0.2573261	0.6863808	0.5774220	0.6331609	0.9955758	0.3754631	0.1054356	0.9927797	0.4127520	0.0900299	0.8329350	0.0144224	0.4921848	0.9307022	0.7711163	0.0270915	0.9996987	0.3257290	0.3956549	0.1379601	0.8511026	0.3631687	0.8150283	0.6370727	0.8436412
3	0.8922454	0.3812158	0.3539256	0.4903199	0.9707211	0.9798187	1.0000000	0.7323844	0.2557068	0.6144739	0.9982054	0.5645597	0.1176383	0.0766406	0.3521468	0.1492007	0.8179833	0.5354595	0.2314668	0.5019915	0.9718186	0.8632730	0.9058131	0.8190939	0.9631810	0.8050903	0.9912008	0.8058865	0.6925676	0.9952160	0.3832638	0.5388792	0.3491728	0.3737725	0.9711463	0.8505147	0.6101652	0.1654900	0.7983251	0.0300827	0.1161595	0.0392800	0.1944546	0.8881138	0.8645887	0.0749911	0.7935105	0.0401295	0.0507099	0.2283667	0.5213531	0.9894949	0.9242071	0.7380741	0.0730320	0.5892038	0.0571754	0.5897680	0.9967456	0.9620395	0.1587047	0.4540044	0.9600085	0.0556846	0.9715820	0.0920989	0.4370166	0.3251458	0.2198806	0.5020049	0.0441071	0.1150282	0.2349447	0.9090620	0.0131409	0.2566573	0.6863813	0.5623625	0.6332091	0.9955758	0.3653942	0.1054343	0.9929707	0.4127801	0.0900294	0.8328982	0.0144227	0.4921782	0.9307017	0.7710955	0.0263915	0.9996984	0.3258034	0.3956762	0.1379638	0.8511062	0.3807912	0.8094255	0.6369720	0.8436431
4	0.8968656	0.3812874	0.3516749	0.4896798	0.9707200	0.9803644	1.0000000	0.7323844	0.2557068	0.6144590	0.9982046	0.5645453	0.1176534	0.0766205	0.3521492	0.1492425	0.8179957	0.5359262	0.2316653	0.5014910	0.9718223	0.8632362	0.9062939	0.8189866	0.9631103	0.8055170	0.9912008	0.8057757	0.6926259	0.9952153	0.3834710	0.5388739	0.3491980	0.3740011	0.9711177	0.8505154	0.6101677	0.1654894	0.7978334	0.0301175	0.1161594	0.0394847	0.1944546	0.8883799	0.8667258	0.0749876	0.7935056	0.0401306	0.0508175	0.2283671	0.5213754	0.9894950	0.9242073	0.7379624	0.0730950	0.5891411	0.0571752	0.5897918	0.9967388	0.9620274	0.1587221	0.4540060	0.9600136	0.0559284	0.9715812	0.0922697	0.4363369	0.3251452	0.2199241	0.5023486	0.0441071	0.1150892	0.2353136	0.9090632	0.0131409	0.2567319	0.6863816	0.5637226	0.6333065	0.9955758	0.3665844	0.1054330	0.9929547	0.4127904	0.0900290	0.8328619	0.0144231	0.4921520	0.9307013	0.7710574	0.0264595	0.9996980	0.3259395	0.3957154	0.1379747	0.8511096	0.3788599	0.8098861	0.6367935	0.8436450
